Country,Year,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million
Argentina,378,,,,,11475,,,,254
Argentina,379,396562,284196,112366,,11218,0.88,0.63,0.25,248
Argentina,380,444018,297717,146301,47456,16574,0.98,0.66,0.32,367
Argentina,381,,,,,16238,,,,359
Argentina,382,471383,307501,163882,,15000,1.04,0.68,0.36,332
Argentina,383,501152,319316,181836,29769,18576,1.11,0.71,0.4,411
Argentina,384,511582,322318,189264,10430,19390,1.13,0.71,0.42,429
Austria,355,6784,6784,,,,0.08,0.08,,
Austria,356,11559,11559,,4775,4775,0.13,0.13,,530
Austria,357,13172,13172,,1613,3194,0.15,0.15,,355
Austria,358,20064,20064,,6892,4427,0.22,0.22,,492
Austria,359,29359,29359,,9295,5644,0.33,0.33,,627
Austria,360,39751,39751,,10392,6593,0.44,0.44,,732
Austria,361,50402,50402,,10651,7270,0.56,0.56,,807
Austria,362,55450,55450,,5048,6952,0.62,0.62,,772
Austria,363,61012,60708,304,5562,7065,0.68,0.67,0,784
Austria,364,71508,70474,1034,10496,8334,0.79,0.78,0.01,925
Austria,365,88895,86888,2007,17387,9833,0.99,0.96,0.02,1092
Austria,366,108252,105038,3214,19357,11270,1.2,1.17,0.04,1251
Austria,367,124756,121216,3540,16504,12144,1.39,1.35,0.04,1348
Austria,368,136348,132105,4243,11592,12278,1.51,1.47,0.05,1363
Austria,369,139538,135249,4289,3190,12013,1.55,1.5,0.05,1334
Austria,370,141350,137044,4306,1812,11477,1.57,1.52,0.05,1274
Austria,371,150933,146587,4346,9583,11346,1.68,1.63,0.05,1260
Austria,372,158985,153859,5126,8052,10013,1.77,1.71,0.06,1112
Austria,373,169439,163806,5633,10454,8741,1.88,1.82,0.06,971
Austria,374,181419,174262,7157,11980,8095,2.01,1.93,0.08,899
Austria,375,197179,183628,13551,15760,8690,2.19,2.04,0.15,965
Austria,376,200498,185291,15207,3319,8709,2.23,2.06,0.17,967
Austria,377,202345,186479,15866,1847,8714,2.25,2.07,0.18,968
Austria,378,208988,189926,19062,6643,8294,2.32,2.11,0.21,921
Austria,379,222520,194287,28233,13532,9076,2.47,2.16,0.31,1008
Austria,380,238241,198912,39329,15721,9829,2.65,2.21,0.44,1091
Austria,381,252829,202160,50669,14588,10201,2.81,2.24,0.56,1133
Austria,382,270267,208144,62123,17438,10441,3,2.31,0.69,1159
Austria,383,276860,210239,66621,6593,10909,3.07,2.33,0.74,1211
Austria,384,283197,212062,71135,6337,11550,3.14,2.35,0.79,1282
Bahrain,337,38965,38965,,,,2.29,2.29,,
Bahrain,338,50071,50071,,11106,11106,2.94,2.94,,6527
Bahrain,339,50543,50543,,472,5789,2.97,2.97,,3402
Bahrain,340,51556,51556,,1013,4197,3.03,3.03,,2467
Bahrain,341,53614,53614,,2058,3662,3.15,3.15,,2152
Bahrain,342,55014,55014,,1400,3210,3.23,3.23,,1886
Bahrain,343,56041,56041,,1027,2846,3.29,3.29,,1673
Bahrain,344,57317,57317,,1276,2622,3.37,3.37,,1541
Bahrain,345,58643,58643,,1326,1225,3.45,3.45,,720
Bahrain,346,59351,59351,,708,1258,3.49,3.49,,739
Bahrain,347,60097,60097,,746,1220,3.53,3.53,,717
Bahrain,348,60689,60689,,592,1011,3.57,3.57,,594
Bahrain,349,61612,61612,,923,943,3.62,3.62,,554
Bahrain,350,63893,63893,,2281,1122,3.75,3.75,,659
Bahrain,351,68472,68472,,4579,1594,4.02,4.02,,937
Bahrain,352,72239,72239,,3767,1942,4.25,4.25,,1141
Bahrain,353,78291,78291,,6052,2706,4.6,4.6,,1590
Bahrain,354,84157,84157,,5866,3437,4.95,4.95,,2020
Bahrain,355,89250,89250,,5093,4080,5.25,5.25,,2398
Bahrain,356,92598,92598,,3348,4427,5.44,5.44,,2602
Bahrain,357,97776,97776,,5178,4840,5.75,5.75,,2844
Bahrain,358,101363,101363,,3587,4699,5.96,5.96,,2762
Bahrain,359,109566,109566,,8203,5332,6.44,6.44,,3134
Bahrain,360,122819,122819,,13253,6361,7.22,7.22,,3738
Bahrain,361,137159,137159,,14340,7572,8.06,8.06,,4450
Bahrain,362,141563,141563,,4404,7473,8.32,8.32,,4392
Bahrain,363,142831,142831,,1268,7176,8.39,8.39,,4217
Bahrain,364,143596,143596,,765,6546,8.44,8.44,,3847
Bahrain,365,144130,144130,,534,6110,8.47,8.47,,3591
Bahrain,366,,,,,5457,,,,3207
Bahrain,367,,,,,4084,,,,2400
Bahrain,368,,,,,2555,,,,1502
Bahrain,369,,,,,2445,,,,1437
Bahrain,370,,,,,2784,,,,1636
Bahrain,371,165953,165953,,,3194,9.75,9.75,,1877
Bahrain,372,167731,167731,,1778,3372,9.86,9.86,,1982
Bahrain,373,169440,169440,,1709,3096,9.96,9.96,,1819
Bahrain,374,169810,169810,,370,2629,9.98,9.98,,1545
Bahrain,375,170433,170433,,623,2199,10.02,10.02,,1292
Bahrain,376,171568,171568,,1135,1841,10.08,10.08,,1082
Bahrain,377,172912,172912,,1344,1514,10.16,10.16,,890
Bahrain,378,174075,174075,,1163,1160,10.23,10.23,,682
Bahrain,379,175094,175094,,1019,1052,10.29,10.29,,618
Bahrain,380,177233,177233,,2139,1113,10.42,10.42,,654
Bahrain,381,179550,179550,,2317,1391,10.55,10.55,,817
Bahrain,382,182543,182543,,2993,1730,10.73,10.73,,1017
Bahrain,383,191406,191406,,8863,2834,11.25,11.25,,1666
Bahrain,384,201116,201116,,9710,4029,11.82,11.82,,2368
Bangladesh,371,0,0,,,,0,0,,
Bangladesh,372,26,26,,26,26,0,0,,0
Bangladesh,373,567,567,,541,284,0,0,,2
Bangladesh,374,,,,,1209,,,,7
Bangladesh,375,,,,,1671,,,,10
Bangladesh,376,,,,,1949,,,,12
Bangladesh,377,,,,,2134,,,,13
Bangladesh,378,,,,,2266,,,,14
Bangladesh,379,,,,,2700,,,,16
Bangladesh,380,,,,,3059,,,,19
Bangladesh,381,,,,,3059,,,,19
Bangladesh,382,,,,,3059,,,,19
Bangladesh,383,31160,31160,,,3059,0.02,0.02,,19
Belgium,342,298,298,,,,0,0,,
Belgium,343,299,299,,1,1,0,0,,0
Belgium,344,778,778,,479,240,0.01,0.01,,21
Belgium,345,787,787,,9,163,0.01,0.01,,14
Belgium,346,794,794,,7,124,0.01,0.01,,11
Belgium,347,,,,,99,,,,9
Belgium,348,,,,,83,,,,7
Belgium,349,795,795,,,71,0.01,0.01,,6
Belgium,350,2354,2354,,1559,294,0.02,0.02,,25
Belgium,351,6218,6218,,3864,777,0.05,0.05,,67
Belgium,352,14340,14340,,8122,1936,0.12,0.12,,167
Belgium,353,23484,23484,,9144,3241,0.2,0.2,,280
Belgium,354,26671,26671,,3187,3697,0.23,0.23,,319
Belgium,355,27067,27067,,396,3753,0.23,0.23,,324
Belgium,356,32518,32518,,5451,4532,0.28,0.28,,391
Belgium,357,47987,47987,,15469,6519,0.41,0.41,,562
Belgium,358,68578,68578,,20591,8909,0.59,0.59,,769
Belgium,359,91122,91122,,22544,10969,0.79,0.79,,946
Belgium,360,113580,113580,,22458,12871,0.98,0.98,,1111
Belgium,361,118563,118563,,4983,13127,1.02,1.02,,1133
Belgium,362,121705,121705,,3142,13520,1.05,1.05,,1167
Belgium,363,132119,132010,109,10414,14229,1.14,1.14,0,1228
Belgium,364,150657,150367,290,18538,14667,1.3,1.3,0,1266
Belgium,365,170936,170224,712,20279,14623,1.47,1.47,0.01,1262
Belgium,366,200335,199623,712,29399,15602,1.73,1.72,0.01,1346
Belgium,367,229010,228267,743,28675,16490,1.98,1.97,0.01,1423
Belgium,368,236803,236053,750,7793,16891,2.04,2.04,0.01,1457
Belgium,369,238648,237898,750,1845,16706,2.06,2.05,0.01,1441
Belgium,370,249150,248400,750,10502,16719,2.15,2.14,0.01,1443
Belgium,371,260607,258499,2108,11457,15707,2.25,2.23,0.02,1355
Belgium,372,276515,271307,5208,15908,15083,2.39,2.34,0.04,1301
Belgium,373,297615,285536,12079,21100,13897,2.57,2.46,0.1,1199
Belgium,374,315956,296182,19774,18341,12421,2.73,2.56,0.17,1072
Belgium,375,320130,297717,22413,4174,11904,2.76,2.57,0.19,1027
Belgium,376,321000,298281,22719,870,11765,2.77,2.57,0.2,1015
Belgium,377,327832,301868,25964,6832,11240,2.83,2.6,0.22,970
Belgium,378,348281,310480,37801,20449,12525,3.01,2.68,0.33,1081
Belgium,379,372687,318185,54502,24406,13739,3.22,2.75,0.47,1185
Belgium,380,396286,323874,72412,23599,14096,3.42,2.79,0.62,1216
Belgium,381,415876,327924,87952,19590,14274,3.59,2.83,0.76,1232
Belgium,382,419940,328568,91372,4064,14259,3.62,2.84,0.79,1230
Belgium,383,421926,328623,93303,1986,14418,3.64,2.84,0.81,1244
Bermuda,355,0,,,,,0,,,
Bermuda,356,,,,,278,,,,4464
Bermuda,357,,,,,278,,,,4464
Bermuda,358,,,,,278,,,,4464
Bermuda,359,,,,,278,,,,4464
Bermuda,360,,,,,278,,,,4464
Bermuda,361,1665,,,,278,2.67,,,4464
Bermuda,362,,,,,264,,,,4239
Bermuda,363,,,,,250,,,,4015
Bermuda,364,,,,,236,,,,3790
Bermuda,365,,,,,222,,,,3565
Bermuda,366,,,,,209,,,,3356
Bermuda,367,,,,,195,,,,3131
Bermuda,368,2932,,,,181,4.71,,,2907
Bermuda,369,,,,,195,,,,3131
Bermuda,370,,,,,209,,,,3356
Bermuda,371,,,,,224,,,,3597
Bermuda,372,,,,,238,,,,3822
Bermuda,373,,,,,252,,,,4047
Bermuda,374,,,,,266,,,,4272
Bermuda,375,4897,,,,281,7.86,,,4512
Bolivia,373,0,,,,,0,,,
Bolivia,374,12,,,12,12,0,,,1
Bolivia,375,39,,,27,20,0,,,2
Bolivia,376,67,,,28,22,0,,,2
Bolivia,377,570,,,503,142,0,,,12
Bolivia,378,1593,,,1023,319,0.01,,,27
Bolivia,379,3560,,,1967,593,0.03,,,51
Brazil,361,0,0,,,,0,0,,
Brazil,362,112,112,,112,112,0,0,,1
Brazil,363,1109,1109,,997,554,0,0,,3
Brazil,364,11470,11470,,10361,3823,0.01,0.01,,18
Brazil,365,28543,28543,,17073,7136,0.01,0.01,,34
Brazil,366,136519,136519,,107976,27304,0.06,0.06,,128
Brazil,367,245877,245877,,109358,40980,0.12,0.12,,193
Brazil,368,537774,537774,,291897,76825,0.25,0.25,,361
Brazil,369,604722,604722,,66948,86373,0.28,0.28,,406
Brazil,370,700608,700608,,95886,99928,0.33,0.33,,470
Brazil,371,848883,848883,,148275,119630,0.4,0.4,,563
Brazil,372,1129885,1129885,,281002,157335,0.53,0.53,,740
Brazil,373,1450900,1450900,,321015,187769,0.68,0.68,,883
Brazil,374,1668032,1656851,,217132,203165,0.78,0.78,,956
Brazil,375,2003211,1923813,,335179,209348,0.94,0.91,,985
Brazil,376,2074059,2046523,,70848,209905,0.98,0.96,,988
Brazil,377,2124307,2107624,,50248,203386,1,0.99,,957
Brazil,378,2292551,2292551,,168244,206238,1.08,1.08,,970
Brazil,379,2521704,2521704,,229153,198831,1.19,1.19,,935
Brazil,380,3073057,3073057,,551353,231737,1.45,1.45,,1090
Brazil,381,3074906,3074906,,1849,200982,1.45,1.45,,946
Brazil,382,3401383,3399421,1962,326477,199739,1.6,1.6,0,940
Brazil,383,3553681,3534004,19677,152298,211375,1.67,1.66,0.01,994
Brazil,384,3605538,3579850,25688,51857,211604,1.7,1.68,0.01,996
Bulgaria,343,1719,1719,,,,0.02,0.02,,
Bulgaria,344,4608,4608,,2889,2889,0.07,0.07,,416
Bulgaria,345,,,,,1477,,,,213
Bulgaria,346,4739,4739,,,1007,0.07,0.07,,145
Bulgaria,347,,,,,799,,,,115
Bulgaria,348,,,,,675,,,,97
Bulgaria,349,,,,,592,,,,85
Bulgaria,350,5448,5448,,,533,0.08,0.08,,77
Bulgaria,351,7913,7913,,2465,472,0.11,0.11,,68
Bulgaria,352,11117,11117,,3204,920,0.16,0.16,,132
Bulgaria,353,13355,13355,,2238,1231,0.19,0.19,,177
Bulgaria,354,13473,13473,,118,1222,0.19,0.19,,176
Bulgaria,355,,,,,1246,,,,179
Bulgaria,356,14161,14161,,,1270,0.2,0.2,,183
Bulgaria,357,15780,15780,,1619,1476,0.23,0.23,,212
Bulgaria,358,17038,17038,,1258,1304,0.25,0.25,,188
Bulgaria,359,17686,17686,,648,938,0.25,0.25,,135
Bulgaria,360,18126,18126,,440,682,0.26,0.26,,98
Bulgaria,361,18332,18332,,206,694,0.26,0.26,,100
Bulgaria,362,18453,18453,,121,662,0.27,0.27,,95
Bulgaria,363,19638,18524,1114,1185,782,0.28,0.27,0.02,113
Bulgaria,364,22226,19058,3168,2588,921,0.32,0.27,0.05,133
Bulgaria,365,24127,19834,4293,1901,1013,0.35,0.29,0.06,146
Bulgaria,366,25251,20719,4532,1124,1081,0.36,0.3,0.07,156
Bulgaria,367,26101,21496,4605,850,1139,0.38,0.31,0.07,164
Bulgaria,368,26119,21509,4610,18,1112,0.38,0.31,0.07,160
Bulgaria,369,26143,21533,4610,24,1099,0.38,0.31,0.07,158
Bulgaria,370,26798,22129,4669,655,1023,0.39,0.32,0.07,147
Bulgaria,371,29122,23667,5455,2324,985,0.42,0.34,0.08,142
Bulgaria,372,32917,25245,7672,3795,1256,0.47,0.36,0.11,181
Bulgaria,373,37636,26753,10883,4719,1769,0.54,0.39,0.16,255
Bulgaria,374,40805,27856,12949,3169,2101,0.59,0.4,0.19,302
Bulgaria,375,41020,27957,13063,215,2129,0.59,0.4,0.19,306
Bulgaria,376,41125,28041,13084,105,2140,0.59,0.4,0.19,308
Bulgaria,377,42634,28978,13656,1509,2262,0.61,0.42,0.2,326
Bulgaria,378,45917,30817,15100,3283,2399,0.66,0.44,0.22,345
Bulgaria,379,50124,33691,16433,4207,2458,0.72,0.48,0.24,354
Bulgaria,380,54025,36929,17096,3901,2341,0.78,0.53,0.25,337
Bulgaria,381,56860,39468,17392,2835,2294,0.82,0.57,0.25,330
Bulgaria,382,57016,39624,17392,156,2285,0.82,0.57,0.25,329
Bulgaria,383,57038,39646,17392,22,2273,0.82,0.57,0.25,327
Bulgaria,384,58888,41407,17481,1850,2322,0.85,0.6,0.25,334
Canada,333,8734,8734,,,,0.02,0.02,,
Canada,334,,,,,3571,,,,95
Canada,335,,,,,3571,,,,95
Canada,336,,,,,3571,,,,95
Canada,337,,,,,3571,,,,95
Canada,338,,,,,3571,,,,95
Canada,339,,,,,3571,,,,95
Canada,340,33734,33734,,,3571,0.09,0.09,,95
Canada,341,,,,,3955,,,,105
Canada,342,,,,,4338,,,,115
Canada,343,,,,,4722,,,,125
Canada,344,,,,,5105,,,,135
Canada,345,,,,,5488,,,,145
Canada,346,,,,,5872,,,,156
Canada,347,77521,77521,,,6255,0.21,0.21,,166
Canada,348,,,,,8070,,,,214
Canada,349,,,,,9884,,,,262
Canada,350,,,,,11698,,,,310
Canada,351,,,,,13513,,,,358
Canada,352,,,,,15327,,,,406
Canada,353,,,,,17141,,,,454
Canada,354,,213147,3613,,18956,,0.56,0.01,502
Canada,355,,,,,18956,,,,502
Canada,356,,,,,18956,,,,502
Canada,357,267078,,,,18956,0.71,,,502
Canada,358,288488,,,21410,19306,0.76,,,512
Canada,359,310788,,,22300,19784,0.82,,,524
Canada,360,342227,,,31439,21567,0.91,,,571
Canada,361,,564874,26768,,22699,,1.5,0.07,601
Canada,362,,,,,23831,,,,631
Canada,363,422864,,,,24963,1.12,,,661
Canada,364,459780,,,36916,27529,1.22,,,729
Canada,365,485739,,,25959,28179,1.29,,,747
Canada,366,706464,,,220725,56525,1.87,,,1498
Canada,367,752377,,,45913,58593,1.99,,,1552
Canada,368,,781559,59217,,57133,,2.07,0.16,1514
Canada,369,,,,,55673,,,,1475
Canada,370,802354,,,,54213,2.13,,,1436
Canada,371,827042,,,24688,52466,2.19,,,1390
Canada,372,890536,,,63494,57828,2.36,,,1532
Canada,373,910676,,,20140,29173,2.41,,,773
Canada,374,937338,,,26662,26423,2.48,,,700
Canada,375,,871905,113446,,25822,,2.31,0.3,684
Canada,376,,,,,25221,,,,668
Canada,377,974690,,,,24619,2.58,,,652
Canada,378,985975,,,11285,22705,2.61,,,602
Canada,379,999253,,,13278,15531,2.65,,,412
Canada,380,1015083,,,15830,14915,2.69,,,395
Canada,381,1042171,,,27088,14976,2.76,,,397
Canada,382,,,,,15771,,,,418
Canada,383,,,,,16567,,,,439
Canada,384,1096225,,,,17362,2.9,,,460
Cayman Islands,340,0,0,,,,0,0,,
Cayman Islands,341,,,,,275,,,,4184
Cayman Islands,342,,,,,275,,,,4184
Cayman Islands,343,,,,,275,,,,4184
Cayman Islands,344,,,,,275,,,,4184
Cayman Islands,345,,,,,275,,,,4184
Cayman Islands,346,,,,,275,,,,4184
Cayman Islands,347,,,,,275,,,,4184
Cayman Islands,348,,,,,275,,,,4184
Cayman Islands,349,,,,,275,,,,4184
Cayman Islands,350,,,,,275,,,,4184
Cayman Islands,351,,,,,275,,,,4184
Cayman Islands,352,,,,,275,,,,4184
Cayman Islands,353,,,,,275,,,,4184
Cayman Islands,354,,,,,275,,,,4184
Cayman Islands,355,,,,,275,,,,4184
Cayman Islands,356,,,,,275,,,,4184
Cayman Islands,357,,,,,275,,,,4184
Cayman Islands,358,,,,,275,,,,4184
Cayman Islands,359,,,,,275,,,,4184
Cayman Islands,360,,,,,275,,,,4184
Cayman Islands,361,,,,,275,,,,4184
Cayman Islands,362,,,,,275,,,,4184
Cayman Islands,363,,,,,275,,,,4184
Cayman Islands,364,,,,,275,,,,4184
Cayman Islands,365,,,,,275,,,,4184
Cayman Islands,366,,,,,275,,,,4184
Cayman Islands,367,,,,,275,,,,4184
Cayman Islands,368,,,,,275,,,,4184
Cayman Islands,369,,,,,275,,,,4184
Cayman Islands,370,,,,,275,,,,4184
Cayman Islands,371,,,,,275,,,,4184
Cayman Islands,372,,,,,275,,,,4184
Cayman Islands,373,,,,,275,,,,4184
Cayman Islands,374,,,,,275,,,,4184
Cayman Islands,375,,,,,275,,,,4184
Cayman Islands,376,,,,,275,,,,4184
Cayman Islands,377,,,,,275,,,,4184
Cayman Islands,378,,,,,275,,,,4184
Cayman Islands,379,,,,,275,,,,4184
Cayman Islands,380,11008,7811,3197,,275,16.75,11.89,4.86,4184
Chile,338,420,420,,,,0,0,,
Chile,339,5191,5191,,4771,4771,0.03,0.03,,250
Chile,340,8335,8335,,3144,3958,0.04,0.04,,207
Chile,341,8646,8646,,311,2742,0.05,0.05,,143
Chile,342,,,,,2069,,,,108
Chile,343,,,,,1665,,,,87
Chile,344,,,,,1396,,,,73
Chile,345,,,,,1204,,,,63
Chile,346,,,,,530,,,,28
Chile,347,,,,,88,,,,5
Chile,348,,,,,51,,,,3
Chile,349,9051,9051,,,51,0.05,0.05,,3
Chile,350,10494,10494,,1443,250,0.05,0.05,,13
Chile,351,10699,10699,,205,272,0.06,0.06,,14
Chile,352,,,,,344,,,,18
Chile,353,,,,,417,,,,22
Chile,354,,,,,489,,,,26
Chile,355,,,,,562,,,,29
Chile,356,,,,,635,,,,33
Chile,357,,,,,508,,,,27
Chile,358,14612,11743,2869,,559,0.08,0.06,0.02,29
Chile,359,18526,12787,5739,3914,1038,0.1,0.07,0.03,54
Chile,360,21876,13755,8121,3350,1437,0.11,0.07,0.04,75
Chile,361,21937,13766,8171,61,1366,0.11,0.07,0.04,71
Chile,362,21972,13781,8191,35,1291,0.11,0.07,0.04,68
Chile,363,32385,24025,8360,10413,2699,0.17,0.13,0.04,141
Chile,364,50924,42564,8360,18539,5267,0.27,0.22,0.04,276
Chile,365,54036,45676,8360,3112,5632,0.28,0.24,0.04,295
Chile,366,62822,54458,8364,8786,6328,0.33,0.28,0.04,331
Chile,367,63047,54683,8364,225,5882,0.33,0.29,0.04,308
Chile,368,63939,55575,8364,892,6000,0.33,0.29,0.04,314
Chile,369,,,,,6020,,,,315
Chile,370,64286,55798,8488,,4557,0.34,0.29,0.04,238
Chile,371,66569,56551,10018,2283,2235,0.35,0.3,0.05,117
Chile,372,67096,56764,10332,527,1866,0.35,0.3,0.05,98
Chile,373,67111,56764,10347,15,613,0.35,0.3,0.05,32
Chile,374,67115,56768,10347,4,581,0.35,0.3,0.05,30
Chile,375,67123,56771,10352,8,455,0.35,0.3,0.05,24
Chile,376,,,,,919,,,,48
Chile,377,,,,,1384,,,,72
Chile,378,77399,67002,10397,,1547,0.4,0.35,0.05,81
Chile,379,138684,128287,10397,61285,10227,0.73,0.67,0.05,535
Chile,380,291937,281301,10636,153253,32118,1.53,1.47,0.06,1680
Chile,381,569886,556754,13132,277949,71824,2.98,2.91,0.07,3757
Chile,382,605644,592475,13169,35758,76932,3.17,3.1,0.07,4024
Chile,383,616757,603588,13169,11113,78030,3.23,3.16,0.07,4082
Chile,384,796972,776034,20938,180215,103285,4.17,4.06,0.11,5403
China,329,1500000,1500000,,,,0.1,0.1,,
China,330,,,,,187500,,,,130
China,331,,,,,187500,,,,130
China,332,,,,,187500,,,,130
China,333,,,,,187500,,,,130
China,334,,,,,187500,,,,130
China,335,,,,,187500,,,,130
China,336,,,,,187500,,,,130
China,337,,,,,187500,,,,130
China,338,,,,,187500,,,,130
China,339,,,,,187500,,,,130
China,340,,,,,187500,,,,130
China,341,,,,,187500,,,,130
China,342,,,,,187500,,,,130
China,343,,,,,187500,,,,130
China,344,,,,,187500,,,,130
China,345,4500000,4500000,,,187500,0.31,0.31,,130
China,346,,,,,232143,,,,161
China,347,,,,,276786,,,,192
China,348,,,,,321429,,,,223
China,349,,,,,366071,,,,254
China,350,,,,,410714,,,,285
China,351,,,,,455357,,,,316
China,352,,,,,500000,,,,347
China,353,,,,,500000,,,,347
China,354,9000000,9000000,,,500000,0.63,0.63,,347
China,355,,,,,464286,,,,323
China,356,,,,,428571,,,,298
China,357,,,,,392857,,,,273
China,358,10000000,10000000,,,357143,0.69,0.69,,248
China,359,,,,,387755,,,,269
China,360,,,,,418367,,,,291
China,361,,,,,448980,,,,312
China,362,,,,,515306,,,,358
China,363,,,,,581633,,,,404
China,364,,,,,647959,,,,450
China,365,15000000,15000000,,,714286,1.04,1.04,,496
China,366,,,,,770755,,,,535
China,367,,,,,827224,,,,575
China,368,,,,,883694,,,,614
China,369,,,,,940163,,,,653
China,370,,,,,996633,,,,692
China,371,,,,,1053102,,,,732
China,372,22767000,22767000,,,1109571,1.58,1.58,,771
China,373,,,,,995097,,,,691
China,374,,,,,880622,,,,612
China,375,,,,,766148,,,,532
China,376,24000000,24000000,,,651673,1.67,1.67,,453
China,377,,,,,836020,,,,581
China,378,,,,,1020367,,,,709
China,379,31200000,31200000,,,1204714,2.17,2.17,,837
Costa Rica,338,55,,,,,0,,,
Costa Rica,339,,,,,240,,,,47
Costa Rica,340,,,,,240,,,,47
Costa Rica,341,,,,,240,,,,47
Costa Rica,342,,,,,240,,,,47
Costa Rica,343,,,,,240,,,,47
Costa Rica,344,,,,,240,,,,47
Costa Rica,345,,,,,240,,,,47
Costa Rica,346,,,,,240,,,,47
Costa Rica,347,,,,,240,,,,47
Costa Rica,348,2455,,,,240,0.05,,,47
Costa Rica,349,,,,,414,,,,81
Costa Rica,350,,,,,588,,,,115
Costa Rica,351,,,,,763,,,,150
Costa Rica,352,,,,,937,,,,184
Costa Rica,353,9751,,,,1111,0.19,,,218
Costa Rica,354,,,,,1385,,,,272
Costa Rica,355,,,,,1659,,,,326
Costa Rica,356,,,,,1759,,,,345
Costa Rica,357,,,,,1859,,,,365
Costa Rica,358,,,,,1959,,,,385
Costa Rica,359,,,,,2058,,,,404
Costa Rica,360,24859,24804,55,,2158,0.49,0.49,0,424
Costa Rica,361,,,,,2066,,,,406
Costa Rica,362,,,,,1973,,,,387
Costa Rica,363,29389,29257,132,,1880,0.58,0.57,0,369
Costa Rica,364,,,,,1955,,,,384
Costa Rica,365,,,,,2029,,,,398
Costa Rica,366,,,,,2103,,,,413
Costa Rica,367,,,,,2177,,,,427
Costa Rica,368,,,,,2344,,,,460
Costa Rica,369,,,,,2510,,,,493
Costa Rica,370,48128,45707,2421,,2677,0.94,0.9,0.05,526
Costa Rica,371,,,,,2490,,,,489
Costa Rica,372,,,,,2303,,,,452
Costa Rica,373,,,,,2116,,,,415
Costa Rica,374,,,,,1929,,,,379
Costa Rica,375,,,,,1742,,,,342
Costa Rica,376,,,,,1555,,,,305
Costa Rica,377,57701,45863,11838,,1368,1.13,0.9,0.23,269
Costa Rica,378,,,,,1528,,,,300
Costa Rica,379,,,,,1688,,,,331
Costa Rica,380,,,,,1848,,,,363
Costa Rica,381,,,,,2007,,,,394
Costa Rica,382,,,,,2167,,,,425
Costa Rica,383,,,,,2327,,,,457
Costa Rica,384,75113,46750,28363,,2487,1.47,0.92,0.56,488
Croatia,344,7864,7864,,,,0.19,0.19,,
Croatia,345,,,,,1105,,,,269
Croatia,346,,,,,1105,,,,269
Croatia,347,,,,,1105,,,,269
Croatia,348,12285,12285,,,1105,0.3,0.3,,269
Croatia,349,,,,,1036,,,,252
Croatia,350,13798,13798,,,989,0.34,0.34,,241
Croatia,351,,,,,1334,,,,325
Croatia,352,20603,20603,,,1662,0.5,0.5,,405
Croatia,353,24985,24985,,4382,2130,0.61,0.61,,519
