date,vaccine,total_vaccinations,location
2021-02-21,Pfizer/BioNTech,21204.0,Iceland
2021-02-22,Pfizer/BioNTech,21230.0,Iceland
2021-02-23,Pfizer/BioNTech,22601.0,Iceland
2021-02-24,Pfizer/BioNTech,23912.0,Iceland
2021-02-25,Pfizer/BioNTech,24429.0,Iceland
2021-02-26,Pfizer/BioNTech,24588.0,Iceland
2021-02-27,Pfizer/BioNTech,24747.0,Iceland
2021-02-28,Pfizer/BioNTech,24747.0,Iceland
2021-03-01,Pfizer/BioNTech,24747.0,Iceland
2021-03-02,Pfizer/BioNTech,27104.0,Iceland
2021-03-03,Pfizer/BioNTech,29857.0,Iceland
2021-03-04,Pfizer/BioNTech,30038.0,Iceland
2021-03-05,Pfizer/BioNTech,30038.0,Iceland
2021-03-06,Pfizer/BioNTech,30038.0,Iceland
2021-03-07,Pfizer/BioNTech,30038.0,Iceland
2021-03-08,Pfizer/BioNTech,30039.0,Iceland
2021-03-09,Pfizer/BioNTech,32714.0,Iceland
2021-03-10,Pfizer/BioNTech,33299.0,Iceland
2021-03-11,Pfizer/BioNTech,33723.0,Iceland
2021-03-12,Pfizer/BioNTech,33917.0,Iceland
2021-03-13,Pfizer/BioNTech,33917.0,Iceland
2021-03-14,Pfizer/BioNTech,33917.0,Iceland
2021-03-15,Pfizer/BioNTech,33936.0,Iceland
2021-03-16,Pfizer/BioNTech,37169.0,Iceland
2021-03-17,Pfizer/BioNTech,37696.0,Iceland
2021-03-18,Pfizer/BioNTech,38735.0,Iceland
2021-03-19,Pfizer/BioNTech,38921.0,Iceland
2021-03-20,Pfizer/BioNTech,38921.0,Iceland
2021-03-21,Pfizer/BioNTech,38922.0,Iceland
2021-03-22,Pfizer/BioNTech,40545.0,Iceland
2021-03-23,Pfizer/BioNTech,43490.0,Iceland
2021-03-24,Pfizer/BioNTech,43932.0,Iceland
2021-03-25,Pfizer/BioNTech,44374.0,Iceland
2021-03-26,Pfizer/BioNTech,44805.0,Iceland
2021-03-27,Pfizer/BioNTech,45190.0,Iceland
2021-03-28,Pfizer/BioNTech,45522.0,Iceland
2021-03-29,Pfizer/BioNTech,46382.0,Iceland
2021-03-30,Pfizer/BioNTech,49883.0,Iceland
2021-03-31,Pfizer/BioNTech,50718.0,Iceland
2021-04-01,Pfizer/BioNTech,50719.0,Iceland
2021-04-02,Pfizer/BioNTech,50719.0,Iceland
2021-04-03,Pfizer/BioNTech,50719.0,Iceland
2021-04-04,Pfizer/BioNTech,50719.0,Iceland
2021-04-05,Pfizer/BioNTech,50719.0,Iceland
2021-04-06,Pfizer/BioNTech,50719.0,Iceland
2021-04-07,Pfizer/BioNTech,55011.0,Iceland
2021-04-08,Pfizer/BioNTech,57349.0,Iceland
2021-04-09,Pfizer/BioNTech,57844.0,Iceland
2021-04-10,Pfizer/BioNTech,57863.0,Iceland
2021-04-11,Pfizer/BioNTech,57863.0,Iceland
2021-04-12,Pfizer/BioNTech,57863.0,Iceland
2021-04-13,Pfizer/BioNTech,64043.0,Iceland
2021-04-14,Pfizer/BioNTech,65518.0,Iceland
2021-04-15,Pfizer/BioNTech,66655.0,Iceland
2021-04-16,Pfizer/BioNTech,67484.0,Iceland
2021-04-17,Pfizer/BioNTech,67833.0,Iceland
2021-04-18,Pfizer/BioNTech,68152.0,Iceland
2021-04-19,Pfizer/BioNTech,68610.0,Iceland
2021-04-20,Pfizer/BioNTech,75305.0,Iceland
2021-04-21,Pfizer/BioNTech,76950.0,Iceland
2021-04-22,Pfizer/BioNTech,76950.0,Iceland
2021-04-23,Pfizer/BioNTech,77396.0,Iceland
2021-04-24,Pfizer/BioNTech,77411.0,Iceland
2021-04-25,Pfizer/BioNTech,77411.0,Iceland
2021-04-26,Pfizer/BioNTech,77411.0,Iceland
2021-04-27,Pfizer/BioNTech,84792.0,Iceland
2021-04-28,Pfizer/BioNTech,86288.0,Iceland
2020-12-29,Moderna,0.0,Iceland
2020-12-30,Moderna,0.0,Iceland
2020-12-31,Moderna,0.0,Iceland
2021-01-01,Moderna,0.0,Iceland
2021-01-02,Moderna,0.0,Iceland
2021-01-03,Moderna,0.0,Iceland
2021-01-04,Moderna,0.0,Iceland
2021-01-05,Moderna,0.0,Iceland
2021-01-06,Moderna,0.0,Iceland
2021-01-07,Moderna,0.0,Iceland
2021-01-08,Moderna,0.0,Iceland
2021-01-09,Moderna,0.0,Iceland
2021-01-10,Moderna,0.0,Iceland
2021-01-11,Moderna,0.0,Iceland
2021-01-12,Moderna,0.0,Iceland
2021-01-13,Moderna,501.0,Iceland
2021-01-14,Moderna,843.0,Iceland
2021-01-15,Moderna,1262.0,Iceland
2021-01-16,Moderna,1262.0,Iceland
2021-01-17,Moderna,1262.0,Iceland
2021-01-18,Moderna,1263.0,Iceland
2021-01-19,Moderna,1263.0,Iceland
2021-01-20,Moderna,1263.0,Iceland
2021-01-21,Moderna,1263.0,Iceland
2021-01-22,Moderna,1263.0,Iceland
2021-01-23,Moderna,1263.0,Iceland
2021-01-24,Moderna,1263.0,Iceland
2021-01-25,Moderna,1263.0,Iceland
2021-01-26,Moderna,1263.0,Iceland
2021-01-27,Moderna,1263.0,Iceland
2021-01-28,Moderna,1263.0,Iceland
2021-01-29,Moderna,1263.0,Iceland
2021-01-30,Moderna,1263.0,Iceland
2021-01-31,Moderna,1263.0,Iceland
2021-02-01,Moderna,1263.0,Iceland
2021-02-02,Moderna,1264.0,Iceland
2021-02-03,Moderna,1264.0,Iceland
2021-02-04,Moderna,1264.0,Iceland
2021-02-05,Moderna,1264.0,Iceland
2021-02-06,Moderna,1264.0,Iceland
2021-02-07,Moderna,1264.0,Iceland
2021-02-08,Moderna,1264.0,Iceland
2021-02-09,Moderna,1264.0,Iceland
2021-02-10,Moderna,1814.0,Iceland
2021-02-11,Moderna,1990.0,Iceland
2021-02-12,Moderna,2198.0,Iceland
2021-02-13,Moderna,2198.0,Iceland
2021-02-14,Moderna,2198.0,Iceland
2021-02-15,Moderna,2385.0,Iceland
2021-02-16,Moderna,2584.0,Iceland
2021-02-17,Moderna,3233.0,Iceland
2021-02-18,Moderna,3574.0,Iceland
2021-02-19,Moderna,3904.0,Iceland
2021-02-20,Moderna,3904.0,Iceland
2021-02-21,Moderna,3904.0,Iceland
2021-02-22,Moderna,3904.0,Iceland
2021-02-23,Moderna,3904.0,Iceland
2021-02-24,Moderna,3904.0,Iceland
2021-02-25,Moderna,3904.0,Iceland
2021-02-26,Moderna,3904.0,Iceland
2021-02-27,Moderna,3904.0,Iceland
2021-02-28,Moderna,3904.0,Iceland
2021-03-01,Moderna,3904.0,Iceland
2021-03-02,Moderna,3905.0,Iceland
2021-03-03,Moderna,3905.0,Iceland
2021-03-04,Moderna,3906.0,Iceland
2021-03-05,Moderna,3906.0,Iceland
2021-03-06,Moderna,3906.0,Iceland
2021-03-07,Moderna,3906.0,Iceland
2021-03-08,Moderna,3906.0,Iceland
2021-03-09,Moderna,3906.0,Iceland
2021-03-10,Moderna,3906.0,Iceland
2021-03-11,Moderna,3906.0,Iceland
2021-03-12,Moderna,3906.0,Iceland
2021-03-13,Moderna,3906.0,Iceland
2021-03-14,Moderna,3906.0,Iceland
2021-03-15,Moderna,3906.0,Iceland
2021-03-16,Moderna,3906.0,Iceland
2021-03-17,Moderna,4343.0,Iceland
2021-03-18,Moderna,4623.0,Iceland
2021-03-19,Moderna,4848.0,Iceland
2021-03-20,Moderna,4848.0,Iceland
2021-03-21,Moderna,4848.0,Iceland
2021-03-22,Moderna,5075.0,Iceland
2021-03-23,Moderna,5288.0,Iceland
2021-03-24,Moderna,6715.0,Iceland
2021-03-25,Moderna,6715.0,Iceland
2021-03-26,Moderna,6716.0,Iceland
2021-03-27,Moderna,6716.0,Iceland
2021-03-28,Moderna,6716.0,Iceland
2021-03-29,Moderna,6716.0,Iceland
2021-03-30,Moderna,6716.0,Iceland
2021-03-31,Moderna,6716.0,Iceland
2021-04-01,Moderna,6716.0,Iceland
2021-04-02,Moderna,6716.0,Iceland
2021-04-03,Moderna,6716.0,Iceland
2021-04-04,Moderna,6716.0,Iceland
2021-04-05,Moderna,6716.0,Iceland
2021-04-06,Moderna,6716.0,Iceland
2021-04-07,Moderna,6716.0,Iceland
2021-04-08,Moderna,6716.0,Iceland
2021-04-09,Moderna,8154.0,Iceland
2021-04-10,Moderna,8154.0,Iceland
2021-04-11,Moderna,8154.0,Iceland
2021-04-12,Moderna,8154.0,Iceland
2021-04-13,Moderna,8154.0,Iceland
2021-04-14,Moderna,8154.0,Iceland
2021-04-15,Moderna,8154.0,Iceland
2021-04-16,Moderna,8154.0,Iceland
2021-04-17,Moderna,8154.0,Iceland
2021-04-18,Moderna,8154.0,Iceland
2021-04-19,Moderna,8154.0,Iceland
2021-04-20,Moderna,8165.0,Iceland
2021-04-21,Moderna,12467.0,Iceland
2021-04-22,Moderna,12467.0,Iceland
2021-04-23,Moderna,12467.0,Iceland
2021-04-24,Moderna,12467.0,Iceland
2021-04-25,Moderna,12467.0,Iceland
2021-04-26,Moderna,12467.0,Iceland
2021-04-27,Moderna,12467.0,Iceland
2021-04-28,Moderna,12467.0,Iceland
2020-12-29,Oxford/AstraZeneca,0.0,Iceland
2020-12-30,Oxford/AstraZeneca,0.0,Iceland
2020-12-31,Oxford/AstraZeneca,0.0,Iceland
2021-01-01,Oxford/AstraZeneca,0.0,Iceland
2021-01-02,Oxford/AstraZeneca,0.0,Iceland
2021-01-03,Oxford/AstraZeneca,0.0,Iceland
2021-01-04,Oxford/AstraZeneca,0.0,Iceland
2021-01-05,Oxford/AstraZeneca,0.0,Iceland
2021-01-06,Oxford/AstraZeneca,0.0,Iceland
2021-01-07,Oxford/AstraZeneca,0.0,Iceland
2021-01-08,Oxford/AstraZeneca,0.0,Iceland
2021-01-09,Oxford/AstraZeneca,0.0,Iceland
2021-01-10,Oxford/AstraZeneca,0.0,Iceland
2021-01-11,Oxford/AstraZeneca,0.0,Iceland
2021-01-12,Oxford/AstraZeneca,0.0,Iceland
2021-01-13,Oxford/AstraZeneca,0.0,Iceland
2021-01-14,Oxford/AstraZeneca,0.0,Iceland
2021-01-15,Oxford/AstraZeneca,0.0,Iceland
2021-01-16,Oxford/AstraZeneca,0.0,Iceland
2021-01-17,Oxford/AstraZeneca,0.0,Iceland
2021-01-18,Oxford/AstraZeneca,0.0,Iceland
2021-01-19,Oxford/AstraZeneca,0.0,Iceland
2021-01-20,Oxford/AstraZeneca,0.0,Iceland
2021-01-21,Oxford/AstraZeneca,1.0,Iceland
2021-01-22,Oxford/AstraZeneca,1.0,Iceland
2021-01-23,Oxford/AstraZeneca,1.0,Iceland
2021-01-24,Oxford/AstraZeneca,1.0,Iceland
2021-01-25,Oxford/AstraZeneca,2.0,Iceland
2021-01-26,Oxford/AstraZeneca,2.0,Iceland
2021-01-27,Oxford/AstraZeneca,2.0,Iceland
2021-01-28,Oxford/AstraZeneca,2.0,Iceland
2021-01-29,Oxford/AstraZeneca,2.0,Iceland
2021-01-30,Oxford/AstraZeneca,2.0,Iceland
2021-01-31,Oxford/AstraZeneca,2.0,Iceland
2021-02-01,Oxford/AstraZeneca,2.0,Iceland
2021-02-02,Oxford/AstraZeneca,2.0,Iceland
2021-02-03,Oxford/AstraZeneca,2.0,Iceland
2021-02-04,Oxford/AstraZeneca,2.0,Iceland
2021-02-05,Oxford/AstraZeneca,2.0,Iceland
2021-02-06,Oxford/AstraZeneca,2.0,Iceland
2021-02-07,Oxford/AstraZeneca,2.0,Iceland
2021-02-08,Oxford/AstraZeneca,2.0,Iceland
2021-02-09,Oxford/AstraZeneca,2.0,Iceland
2021-02-10,Oxford/AstraZeneca,2.0,Iceland
2021-02-11,Oxford/AstraZeneca,1210.0,Iceland
2021-02-12,Oxford/AstraZeneca,1210.0,Iceland
2021-02-13,Oxford/AstraZeneca,1210.0,Iceland
2021-02-14,Oxford/AstraZeneca,1210.0,Iceland
2021-02-15,Oxford/AstraZeneca,1210.0,Iceland
2021-02-16,Oxford/AstraZeneca,1254.0,Iceland
2021-02-17,Oxford/AstraZeneca,1517.0,Iceland
2021-02-18,Oxford/AstraZeneca,1596.0,Iceland
2021-02-19,Oxford/AstraZeneca,2720.0,Iceland
2021-02-20,Oxford/AstraZeneca,2720.0,Iceland
2021-02-21,Oxford/AstraZeneca,2720.0,Iceland
2021-02-22,Oxford/AstraZeneca,2837.0,Iceland
2021-02-23,Oxford/AstraZeneca,3157.0,Iceland
2021-02-24,Oxford/AstraZeneca,3727.0,Iceland
2021-02-25,Oxford/AstraZeneca,3937.0,Iceland
2021-02-26,Oxford/AstraZeneca,5158.0,Iceland
2021-02-27,Oxford/AstraZeneca,5158.0,Iceland
2021-02-28,Oxford/AstraZeneca,5158.0,Iceland
2021-03-01,Oxford/AstraZeneca,5254.0,Iceland
2021-03-02,Oxford/AstraZeneca,5380.0,Iceland
2021-03-03,Oxford/AstraZeneca,5492.0,Iceland
2021-03-04,Oxford/AstraZeneca,5857.0,Iceland
2021-03-05,Oxford/AstraZeneca,8149.0,Iceland
2021-03-06,Oxford/AstraZeneca,8149.0,Iceland
2021-03-07,Oxford/AstraZeneca,8149.0,Iceland
2021-03-08,Oxford/AstraZeneca,8152.0,Iceland
2021-03-09,Oxford/AstraZeneca,8292.0,Iceland
2021-03-10,Oxford/AstraZeneca,8897.0,Iceland
2021-03-11,Oxford/AstraZeneca,9282.0,Iceland
2021-03-12,Oxford/AstraZeneca,9282.0,Iceland
2021-03-13,Oxford/AstraZeneca,9282.0,Iceland
2021-03-14,Oxford/AstraZeneca,9282.0,Iceland
2021-03-15,Oxford/AstraZeneca,9282.0,Iceland
2021-03-16,Oxford/AstraZeneca,9282.0,Iceland
2021-03-17,Oxford/AstraZeneca,9282.0,Iceland
2021-03-18,Oxford/AstraZeneca,9282.0,Iceland
2021-03-19,Oxford/AstraZeneca,9282.0,Iceland
2021-03-20,Oxford/AstraZeneca,9282.0,Iceland
2021-03-21,Oxford/AstraZeneca,9282.0,Iceland
2021-03-22,Oxford/AstraZeneca,9282.0,Iceland
2021-03-23,Oxford/AstraZeneca,9291.0,Iceland
2021-03-24,Oxford/AstraZeneca,9291.0,Iceland
2021-03-25,Oxford/AstraZeneca,9324.0,Iceland
2021-03-26,Oxford/AstraZeneca,13966.0,Iceland
2021-03-27,Oxford/AstraZeneca,13966.0,Iceland
2021-03-28,Oxford/AstraZeneca,13966.0,Iceland
2021-03-29,Oxford/AstraZeneca,14978.0,Iceland
2021-03-30,Oxford/AstraZeneca,16439.0,Iceland
2021-03-31,Oxford/AstraZeneca,17234.0,Iceland
2021-04-01,Oxford/AstraZeneca,17234.0,Iceland
2021-04-02,Oxford/AstraZeneca,17234.0,Iceland
2021-04-03,Oxford/AstraZeneca,17234.0,Iceland
2021-04-04,Oxford/AstraZeneca,17234.0,Iceland
2021-04-05,Oxford/AstraZeneca,17234.0,Iceland
2021-04-06,Oxford/AstraZeneca,17235.0,Iceland
2021-04-07,Oxford/AstraZeneca,18057.0,Iceland
2021-04-08,Oxford/AstraZeneca,22360.0,Iceland
2021-04-09,Oxford/AstraZeneca,22730.0,Iceland
2021-04-10,Oxford/AstraZeneca,23243.0,Iceland
2021-04-11,Oxford/AstraZeneca,23243.0,Iceland
2021-04-12,Oxford/AstraZeneca,23265.0,Iceland
2021-04-13,Oxford/AstraZeneca,23285.0,Iceland
2021-04-14,Oxford/AstraZeneca,23815.0,Iceland
2021-04-15,Oxford/AstraZeneca,23930.0,Iceland
2021-04-16,Oxford/AstraZeneca,23932.0,Iceland
2021-04-17,Oxford/AstraZeneca,23932.0,Iceland
2021-04-18,Oxford/AstraZeneca,23932.0,Iceland
2021-04-19,Oxford/AstraZeneca,23932.0,Iceland
2021-04-20,Oxford/AstraZeneca,23932.0,Iceland
2021-04-21,Oxford/AstraZeneca,23989.0,Iceland
2021-04-22,Oxford/AstraZeneca,23989.0,Iceland
2021-04-23,Oxford/AstraZeneca,23990.0,Iceland
2021-04-24,Oxford/AstraZeneca,23990.0,Iceland
2021-04-25,Oxford/AstraZeneca,23990.0,Iceland
2021-04-26,Oxford/AstraZeneca,23990.0,Iceland
2021-04-27,Oxford/AstraZeneca,24276.0,Iceland
2021-04-28,Oxford/AstraZeneca,33933.0,Iceland
2020-12-29,Johnson&Johnson,0.0,Iceland
2020-12-30,Johnson&Johnson,0.0,Iceland
2020-12-31,Johnson&Johnson,0.0,Iceland
2021-01-01,Johnson&Johnson,0.0,Iceland
2021-01-02,Johnson&Johnson,0.0,Iceland
2021-01-03,Johnson&Johnson,0.0,Iceland
2021-01-04,Johnson&Johnson,0.0,Iceland
2021-01-05,Johnson&Johnson,0.0,Iceland
2021-01-06,Johnson&Johnson,0.0,Iceland
2021-01-07,Johnson&Johnson,0.0,Iceland
2021-01-08,Johnson&Johnson,0.0,Iceland
2021-01-09,Johnson&Johnson,0.0,Iceland
2021-01-10,Johnson&Johnson,0.0,Iceland
2021-01-11,Johnson&Johnson,0.0,Iceland
2021-01-12,Johnson&Johnson,0.0,Iceland
2021-01-13,Johnson&Johnson,0.0,Iceland
2021-01-14,Johnson&Johnson,0.0,Iceland
2021-01-15,Johnson&Johnson,0.0,Iceland
2021-01-16,Johnson&Johnson,0.0,Iceland
2021-01-17,Johnson&Johnson,0.0,Iceland
2021-01-18,Johnson&Johnson,0.0,Iceland
2021-01-19,Johnson&Johnson,0.0,Iceland
2021-01-20,Johnson&Johnson,0.0,Iceland
2021-01-21,Johnson&Johnson,0.0,Iceland
2021-01-22,Johnson&Johnson,0.0,Iceland
2021-01-23,Johnson&Johnson,0.0,Iceland
2021-01-24,Johnson&Johnson,0.0,Iceland
2021-01-25,Johnson&Johnson,0.0,Iceland
2021-01-26,Johnson&Johnson,0.0,Iceland
2021-01-27,Johnson&Johnson,0.0,Iceland
2021-01-28,Johnson&Johnson,0.0,Iceland
2021-01-29,Johnson&Johnson,0.0,Iceland
2021-01-30,Johnson&Johnson,0.0,Iceland
2021-01-31,Johnson&Johnson,0.0,Iceland
2021-02-01,Johnson&Johnson,0.0,Iceland
2021-02-02,Johnson&Johnson,0.0,Iceland
2021-02-03,Johnson&Johnson,0.0,Iceland
2021-02-04,Johnson&Johnson,0.0,Iceland
2021-02-05,Johnson&Johnson,0.0,Iceland
2021-02-06,Johnson&Johnson,0.0,Iceland
2021-02-07,Johnson&Johnson,0.0,Iceland
2021-02-08,Johnson&Johnson,0.0,Iceland
2021-02-09,Johnson&Johnson,0.0,Iceland
2021-02-10,Johnson&Johnson,0.0,Iceland
2021-02-11,Johnson&Johnson,0.0,Iceland
2021-02-12,Johnson&Johnson,0.0,Iceland
2021-02-13,Johnson&Johnson,0.0,Iceland
2021-02-14,Johnson&Johnson,0.0,Iceland
2021-02-15,Johnson&Johnson,0.0,Iceland
2021-02-16,Johnson&Johnson,0.0,Iceland
2021-02-17,Johnson&Johnson,0.0,Iceland
2021-02-18,Johnson&Johnson,0.0,Iceland
2021-02-19,Johnson&Johnson,0.0,Iceland
2021-02-20,Johnson&Johnson,0.0,Iceland
2021-02-21,Johnson&Johnson,0.0,Iceland
2021-02-22,Johnson&Johnson,0.0,Iceland
2021-02-23,Johnson&Johnson,0.0,Iceland
2021-02-24,Johnson&Johnson,0.0,Iceland
2021-02-25,Johnson&Johnson,0.0,Iceland
2021-02-26,Johnson&Johnson,0.0,Iceland
2021-02-27,Johnson&Johnson,0.0,Iceland
2021-02-28,Johnson&Johnson,0.0,Iceland
2021-03-01,Johnson&Johnson,0.0,Iceland
2021-03-02,Johnson&Johnson,0.0,Iceland
2021-03-03,Johnson&Johnson,0.0,Iceland
2021-03-04,Johnson&Johnson,0.0,Iceland
2021-03-05,Johnson&Johnson,0.0,Iceland
2021-03-06,Johnson&Johnson,0.0,Iceland
2021-03-07,Johnson&Johnson,0.0,Iceland
2021-03-08,Johnson&Johnson,0.0,Iceland
2021-03-09,Johnson&Johnson,0.0,Iceland
2021-03-10,Johnson&Johnson,0.0,Iceland
2021-03-11,Johnson&Johnson,0.0,Iceland
2021-03-12,Johnson&Johnson,0.0,Iceland
2021-03-13,Johnson&Johnson,0.0,Iceland
2021-03-14,Johnson&Johnson,0.0,Iceland
2021-03-15,Johnson&Johnson,0.0,Iceland
2021-03-16,Johnson&Johnson,0.0,Iceland
2021-03-17,Johnson&Johnson,0.0,Iceland
2021-03-18,Johnson&Johnson,0.0,Iceland
2021-03-19,Johnson&Johnson,0.0,Iceland
2021-03-20,Johnson&Johnson,0.0,Iceland
2021-03-21,Johnson&Johnson,0.0,Iceland
2021-03-22,Johnson&Johnson,0.0,Iceland
2021-03-23,Johnson&Johnson,0.0,Iceland
2021-03-24,Johnson&Johnson,0.0,Iceland
2021-03-25,Johnson&Johnson,0.0,Iceland
2021-03-26,Johnson&Johnson,0.0,Iceland
2021-03-27,Johnson&Johnson,0.0,Iceland
2021-03-28,Johnson&Johnson,0.0,Iceland
2021-03-29,Johnson&Johnson,0.0,Iceland
2021-03-30,Johnson&Johnson,0.0,Iceland
2021-03-31,Johnson&Johnson,0.0,Iceland
2021-04-01,Johnson&Johnson,0.0,Iceland
2021-04-02,Johnson&Johnson,0.0,Iceland
2021-04-03,Johnson&Johnson,0.0,Iceland
2021-04-04,Johnson&Johnson,0.0,Iceland
2021-04-05,Johnson&Johnson,0.0,Iceland
2021-04-06,Johnson&Johnson,0.0,Iceland
2021-04-07,Johnson&Johnson,0.0,Iceland
2021-04-08,Johnson&Johnson,0.0,Iceland
2021-04-09,Johnson&Johnson,0.0,Iceland
2021-04-10,Johnson&Johnson,0.0,Iceland
2021-04-11,Johnson&Johnson,0.0,Iceland
2021-04-12,Johnson&Johnson,0.0,Iceland
2021-04-13,Johnson&Johnson,0.0,Iceland
2021-04-14,Johnson&Johnson,0.0,Iceland
2021-04-15,Johnson&Johnson,0.0,Iceland
2021-04-16,Johnson&Johnson,0.0,Iceland
2021-04-17,Johnson&Johnson,0.0,Iceland
2021-04-18,Johnson&Johnson,0.0,Iceland
2021-04-19,Johnson&Johnson,0.0,Iceland
2021-04-20,Johnson&Johnson,0.0,Iceland
2021-04-21,Johnson&Johnson,0.0,Iceland
2021-04-22,Johnson&Johnson,0.0,Iceland
2021-04-23,Johnson&Johnson,0.0,Iceland
2021-04-24,Johnson&Johnson,0.0,Iceland
2021-04-25,Johnson&Johnson,0.0,Iceland
2021-04-26,Johnson&Johnson,0.0,Iceland
2021-04-27,Johnson&Johnson,0.0,Iceland
2021-04-28,Johnson&Johnson,376.0,Iceland
